supplier_name,facility_name,risk_type,risk_level,timeframe,child_labour_rate_pct,school_attendance_rate_pct,ilab_tvpra_listing_score,regulatory_framework_strength,enforcement_effectiveness,composite_risk_score_delta,context
ZURU LLC.,ZURU US Flagship Campus,Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
ZURU LLC.,ZURU Shenzhen Hub,Child Labour,High,Baseline,4.0,96.8,1.0,0.0,0.5,0.0987,"Country child labour rate of 4.0% with 96.8% school attendance; listed on ILAB TVPRA worst-forms list, weak or absent regulatory framework, moderate enforcement. Composite risk score adjustment: +0.0987 (risk-elevating). Baseline risk level: High."
ZURU LLC.,ZURU Huizhou Smart Factory,Child Labour,High,Baseline,4.0,96.8,1.0,0.0,0.5,0.0987,"Country child labour rate of 4.0% with 96.8% school attendance; listed on ILAB TVPRA worst-forms list, weak or absent regulatory framework, moderate enforcement. Composite risk score adjustment: +0.0987 (risk-elevating). Baseline risk level: High."
ZURU LLC.,ZURU Guangzhou Plant,Child Labour,High,Baseline,4.0,96.8,1.0,0.0,0.5,0.0987,"Country child labour rate of 4.0% with 96.8% school attendance; listed on ILAB TVPRA worst-forms list, weak or absent regulatory framework, moderate enforcement. Composite risk score adjustment: +0.0987 (risk-elevating). Baseline risk level: High."
ZURU LLC.,ZURU New Zealand HQ,Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
ZURU LLC.,ZURU Tech Italy (Modena),Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
ZURU LLC.,ZURU Tech India (Ahmedabad),Child Labour,Medium,Baseline,1.0,90.7,1.0,0.5,0.5,-0.0619484734279847,"Country child labour rate of 1.0% with 90.7% school attendance; listed on ILAB TVPRA worst-forms list, moderate regulatory framework, moderate enforcement. Composite risk score adjustment: -0.0619 (risk-mitigating). Baseline risk level: Medium."
ZURU LLC.,ZURU Tech India (Kolkata),Child Labour,Medium,Baseline,1.0,90.7,1.0,0.5,0.5,-0.0619484734279847,"Country child labour rate of 1.0% with 90.7% school attendance; listed on ILAB TVPRA worst-forms list, moderate regulatory framework, moderate enforcement. Composite risk score adjustment: -0.0619 (risk-mitigating). Baseline risk level: Medium."
ZURU LLC.,ZURU Bentonville Office,Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
ZURU LLC.,ZURU Tech Italy (Milan),Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
ZURU LLC.,ZURU Dongguan Tech Center,Child Labour,High,Baseline,4.0,96.8,1.0,0.0,0.5,0.0987,"Country child labour rate of 4.0% with 96.8% school attendance; listed on ILAB TVPRA worst-forms list, weak or absent regulatory framework, moderate enforcement. Composite risk score adjustment: +0.0987 (risk-elevating). Baseline risk level: High."
John Paul Mitchell Systems,Global Headquarters,Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
John Paul Mitchell Systems,JPMS Creative Center,Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
John Paul Mitchell Systems,Santa Clarita DC,Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
John Paul Mitchell Systems,The Awapuhi Farm,Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
John Paul Mitchell Systems,JPMS UK (Salon Success),Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
John Paul Mitchell Systems,JPMS European Hub,Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
John Paul Mitchell Systems,Pro-motive (Subsidiary),Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
John Paul Mitchell Systems,Distribution Center East,Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
"Natural Organics, Inc.",Global Headquarters,Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
"Natural Organics, Inc.",Melville Manufacturing,Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
"Natural Organics, Inc.","The ""Pharma-Lab""",Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
"Natural Organics, Inc.",Melville Distribution,Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
"Natural Organics, Inc.",Amityville Facility,Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
"Natural Organics, Inc.",Nature’s Plus UK,Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
"Natural Organics, Inc.",Euro-Nutrition Hub,Child Labour,Very Low,Baseline,0.5,99.5,0.0,1.0,1.0,-0.75,"Country child labour rate of 0.5% with 99.5% school attendance; not listed on ILAB TVPRA worst-forms list, robust regulatory framework, effective enforcement. Composite risk score adjustment: -0.7500 (risk-mitigating). Baseline risk level: Very Low."
